reviewerID,reviewerName,grupo
A269G7AMQZ2J82,NewEngland Nic,B
A1CJNCCLO8IFN2,OldLadyM,B
A21LXRPRB2SW97,Samantha Philp,A
A1I5KZ96QNPHB8,L. Blair Boyd,B
A248RKU6T22V9N,soulsidejourney,A
AE9QQP6UCY15V,atsoto,A
A31LUS68O2UWYK,kemp,B
A2SVK2BNRSM51E,bbycks2,A
A2S1GZVKRZ27PD,Shanda Wallace,A
AMRI5C0ZGTWRG,Owen,A
A25V2YB4K4A8FD,Stavinsk,A
AGQKEI86Z9IZX,Steven Reed,A
A3KFGEA2GSCCO3,Ric,B
A2BJCJM9PNKOA0,Charles Alexand,A
A30NYUPBXBIQ7B,D. H. Lewis,A
A3VK95HHLB2V6A,G. Jordan,A
A2YE17EAD1PIVQ,William C Sprou,A
A2NNJ7VPVYSLVI,Phyllis A. Trig,B
A3A1Z3V32UCUEO,Leia,B
A2ZXW7HQJXDOFB,Karen O&#039;Ke,B
A3M2172QT016VX,Frederick M. Ro,B
AWEEH2IKVRKW2,Amazon Customer,A
A2FTWDAERR0P8I,Fairfax Pirate,A
ATJKUKDNFXE0J,Katia H,B
A1UN9M767257ZH,Daren O&#039;Ne,A
A3T1LQ1BGL2WXF,john winn,B
A15YTGAUNPWH85,George A Holoda,B
A12HIE0O4DR16W,keith t easton,A
A36HF5FFTFVSPO,Dr mehran afkha,A
A1LRUT7OFB8YZM,Amazon Customer,A
A1WI3I6HEAQZ9F,Wendy Y. Alas,A
A26HZK2DWXBLVI,Jess,A
A10WAK4RK5FXSX,Patricia A. Alv,A
A143XV3DJI72IZ,K. Crane,A
A392AXGFIV5WZF,C. Bradley,B
AV76UXUZXYXYP,Selenite,B
A3J3ZKFNFC8N7X,Sita900,A
A3OAZ38IWQZ85R,Dolly P,A
ADTMDLXVM9B9Z,Sandra G. Mitch,B
A1Z8ZQRK79LMPC,E. Butler,A
A2FIQPS42I2O0C,Julia Wolfe,B
A4X191WYQ2WIN,Amazon Customer,B
A25T4P4BY7OOXL,Catharine McGee,A
A3N3MQ67QN569V,WYOMING ROSE,A
A7TNM0RLHE1PJ,Michael Callagh,A
A2NSN3U7X49NG3,Amazon Customer,A
A1TBBSXQXAXNOS,Adam B,A
A2LAJ1OQWC1XTM,MM,A
A22K2MTX6MTG55,Bart B.,B
A2BE4HTZHXPN3I,Vicki and Jim,B
ABHLQ55OTARI4,Poodle Diva,A
A289CPEOIZCCEB,FRENCHIE200,A
A2MGAXJ1RVBQPD,dacialyn08,A
A3KTFWKVFONO1R,Tom Downey,B
A1MTRWXUQEXPBW,"Hail, Marcabia",A
A3HLOGNFCP3TFD,Michelle E.,B
A3O1TSBJNWLNP8,TK,A
A3O6WGJ2DYY2NZ,wine4all,A
A2H99OYMU81C24,md,B
ALZ4NFCQXIS8X,M. Dehaven,B
A33ZI1XS3TAQYP,Melissa R. Gray,B
A3DJUDQWANL2L,njhv,B
ACV2T4IYHNNIG,Ms. Dior,A
A39E9AQ5ILG62R,R. Klein,B
A369WTUHDWINR5,Sam,B
AIIR8E34EDKCQ,Kasia S.,B
A19H889JS3DRPL,Liz,B
A341HG5NZO9I5U,bugsy b,B
A1F3I1JTP77HQS,Krisha,B
A2L1Z6C8SV3671,Sue Case,B
AR3ONJ7AHZR31,Scanmandan1,A
AEYCHQL8S8K4V,BadBoyBob,B
A3SPG3NVR8P5MW,Just Plain Jane,A
A3PV6ICCGZ4KXW,BECKY,B
AV4IHBZK5S2HJ,Amazon Customer,B
A3SGPOCWC4LXKO,Dave-GRMI,A
A1KD1GH1IFAO0V,LEW,B
A1SLUZJ9UC3PHS,Packrat,B
AZ8M90TFQ1I56,Kerri Lewis,A
AXS4FO4H0UFWU,Amazon Customer,B
A26DVHTBHXY7RE,Ayla,A
AIOGIME89XAOL,Shannon,A
A2UQZRSQ3Z5GIA,Caligirl0824,B
A2IYQHVSKOHUJJ,mia lopez,B
A3SBD0W88IAISC,Amy Lilly,A
AWXYIU3H07J0F,Helena R.,A
A7XBFGYRCAPC8,Amazon Customer,A
AX56YMDL3BU0T,Amazon Customer,B
AXEYQVNQ2P61H,GarnetCrow,A
AI7ZJ87K1EKFK,CAC,B
A25CXOHHKJUOB7,purplebubba,A
A8F2AZWB20X1H,JLind555,B
A1E6WSA8D7QW0M,N. D. Harmon,B
A3GFWSB3VUEG20,English major,B
A1P4F6HIXU6WYE,Lee Mellott,B
A1ORSEHX8VIN8T,Amazon Customer,A
A3QLWYOQILF7HE,Rockeye,B
A1WR7J94GM4MRJ,C. Markham,B
A31F5OT70LGXF2,Ken,A
A3GRFIYL0XHIVU,Randy,A
A21U2I9PRPFLCT,jbfl11,A
A39I8IJIQRIT02,Don,B
A8LIR2RNMAW76,Arthur N.,A
A20NQI4W6WOUYU,Arthur,A
A3GPFT5VSLGFNT,quentin glenn,A
AFIMKQGT1TAIZ,Jim Johnson,B
AMQUDNE4CUMAO,Amazon Customer,A
A1ZXSAYGAFV4MM,MirnaB,B
A3KCK0D95WP42D,Owl,B
A2E3GAV610SEAG,RandyB,A
A2VRQ8RNTKY1XT,Barbara M. Fox,A
A1I257EF7TH72P,Lisa L,B
A1NXET1XGDFDVZ,Kindle Customer,B
A381KNGY91IQV3,Jake.H,A
A2PB46QMJM8UVF,Mauimutt,A
A3ARH8DW910NAP,Bob Sanderson,B
A2Y5K5AFXRD66N,Amazon Customer,B
AHVN5IIJQ09VT,Lorraine,B
A3DFFK1PCK1ZZD,hh,B
AP4CSSLXI0D34,theosuperstar,B
A308V862WSYJ0Z,Miss Seattle,B
AQ8DU6XVA3USJ,Alejandra Verno,B
AHR3SCWB88T1V,Jessica Fowler,B
A1VOYZVZCQV9JG,R. Cesarz,B
A2JJGIJI8X6KRS,Psboston7,B
A2MJQK6T4LDSP3,SunnyD,A
A1JPAX03KPKP91,D. Betteridge,A
A281NPSIMI1C2R,Rebecca of Amaz,A
A2EZX9HBOINY8G,Rhonda Langdon,B
A30W9I65YAH9CD,Larry Tibbetts,B
A2E6N119QQCBU4,Tim Thomas,A
A1ZVVSTG3V7DE3,CLAUDETTE JOYAL,B
A1GWAM6Q3KFQMY,ann bahr,A
A2I35DIUX6F5IM,Lauren,B
A27N1ZDYOHVPVD,thebookandi,A
A25CHMUIQXQMG6,silvertojo,A
A11X8VUA7849NH,Timothy J Mahar,B
A2FP03I365VUQW,Joe Gunn,A
A1MA4441ZVWVOU,Shirley Riefenh,A
A185UH5TWF04TE,Justin C. Nelso,A
A37AY3YMDYH7BY,Amazon Customer,B
A2EXMGQEFLW0LD,Amazon Customer,A
A20XIR0UXQM02C,usef,B
A1GOI8745FGIDN,Amazon Customer,A
AJ1PF3WOMCMHR,Todd Isler,A
A2W3KBMFRUDU4J,Shawn Kresal,A
A3IAH9A1SN9BN1,Gisele Toueg,A
A1RCFTLLE13ITH,Charles Decker,A
A25L68513HOPHI,lisa cazee,B
ANGOBBOG6RYVX,brenda l Adams,B
A2YYXZHT4RHW6Z,catherine,B
A1V48NJT0J9ZU5,Amazon Customer,B
ABG7HEHX2XE6D,Sandra Riojas,B
AKB273G8RWK94,Amberdaran,A
A2SUDFYLTNQCJO,WendyH,B
ASL9DD5Q3VLT2,partyofone,A
A2LCSEXDSQHNSH,Natalie Clement,B
A2R21AFNF7WNLB,Rick,B
A2OB6C5BFUBF4M,DAVE MCCLURE,A
A615PWML00XD6,Bruce Scheller,A
A23B8NQ2Q362OV,Mark,B
A2A4LO3Y8CFS4K,Tyler S. Smith,B
A21GMX6GC9LTX2,Mr. Hand,B
A1A8V6P78A2DDW,buyer777,B
A19L8XR0O55QHF,Dennis,B
A2YTIQOVPLLHY7,Pete Vigliotti,A
A2Z0H94Y9K7AAF,Hank Hanson,A
AO05VR3S8W6UB,US Fire,B
A3AFOX1G1FZ3CC,Scott Burns,B
A41M0RHKME95,pennyg,A
AUYXPMAQSO24Q,Karen.A,A
A1ZRQ7J9WQT8H1,Amazon Customer,B
A12XUU5310UQJJ,Jhenni,A
A1EI797LPJMZ86,Amazon Customer,A
AF8F54W7LO61K,Nipp Mama,A
A33LAG9MUKDPCA,debbinva,A
A365831V4F0A79,Garrett,A
AXH102X1MH953,Amazon Customer,A
A22WDIRWQKQPSC,C  Haynes,B
A11BMDRKTLVUXC,History Lover,B
ABM95L75BW3JH,J. Darnell,A
A1U1O2BT0MW6E,KCo,B
AAWIH5X1BAXG1,grandma,B
A1WIKMB32WG3ZW,Amazon Customer,A
A3OJC6QFT2GCYU,Amazon Customer,A
AETSFU4ZWF2J7,J. O&#039;Brien,B
ASQWG3V4CQDAX,Holly Gaul,A
A37HTXXTRIS74B,Jason Hart,B
A1MN63SKXHL504,Renee S,B
AOAJ2I0HF2BS,0xDEADBEEF,B
ATCH0EZP4HLM4,James H.,B
A1U6GT7A8AUISP,Guest,A
A1RSXVFZ996DNE,Rosebud,B
A1M3T7HULV5LT9,Chris W.,B
A21HNY4MQKKMS8,Neusa Tagliani,A
A3LV9LHJPK0JAX,Doink,A
AGKL53XL56179,musheg akopian,A
A2JMPHW50YXBLQ,Lanna A Gallowa,A
A39DECX9LPC9WX,jwright,A
A2LYQEY0ZQWWJG,C. Gallardo,B
A1AXTDJPZ6871K,Michael J. Hawk,B
A2JHZY0BZ1TTXS,Jason Mullis,B
A328S9RN3U5M68,Grady Harp,B
A1I992QNFAL1K2,The Jordan,B
A2LBTCVAIVF6WE,Mrs. Will,B
A2T8G164AECH7V,Janice Stevens,A
A3VM5G8VN8UC3K,PTin2001,A
A1229FO3FNHEYQ,Jessi Lawson,A
A392SKGXXKHCQT,Deirdre Mccreer,B
A3A1KXNVWTWQAX,Kindle Customer,A
AK4R9LDS23BJ5,Popis,A
A3L5VTJMMWQ375,Anabell Martine,A
AKKONHLNCP7UA,Lori Pyper,B
ATRL1KUKYLUG4,Ken Crozier,B
A3W5CEP1BNZJFH,G. Hoeppner,A
A2KTJ2STPWXFIS,M. Shadden,A
A2ZHV1NN6K7G5Q,MBS,B
A142GOTJJ17D8L,Amazon Customer,B
A1X1388G49SSLI,john gomer,A
AP41AVSN5H36A,josh,B
A3DZACSXWLVKXJ,Phil Brown,B
A2LRWP8W6G8CNQ,Rtothay,A
APFKNWVIPS3UR,BelmarNJ,A
AJM6VVYW1ZTMA,james w.,A
A2QMJY9FZL5EOD,Amazon Customer,A
ALFNZPM3GJLZ3,nthabiseng mera,A
AQ9KPZLITYP3M,lynne,B
A2B1EDT74VCQ1F,Rachel,A
A3HMRUFGWQKWYM,kam1974,A
A1COZPXWL7Q7WJ,Christopher Sne,A
A1CN9N80EYUBHA,BarbaraA.Pacoli,A
A3I8AUYZGM1KT2,Amazon Customer,A
A215Q671IZ8ILB,KrissyDZ,B
AMAYRBO8XHSE0,hillbillygirl 1,B
A5JMKUFAO0TL3,Barbara,B
A14DA3RW8OOMBM,Joe D,A
AHSIHXBBIGVWZ,Tom K,B
A3D7XR1FTPK1BV,CONNIE LAU,A
A2PQARJZCBMMJ4,F. D.,B
AG5LC00LK94KU,Blake,A
AAR1I8QU7TJ6O,Steve,B
A17P3LDQA3VB0J,Brian,A
A1QL2A8832E373,Quiksilver2101,B
A1C12CL8RKQEW5,Hawkeye,A
A1DIPD4SFK6ML,Pavrock,B
A3MAQN1FCWII48,steven saunders,B
ADD5XB9KL1XEO,Amazon Customer,A
A17C73C2VOBYOZ,Dwight Miller,A
AKG6LDDA1IY2Q,BWeaver,A
A33ZYOMO7XXOW6,Madre&#039;,B
A1O9TID7BP0AHI,MR LUCKY,A
A2ACR8A4S8LQUS,Amazon Customer,B
AX7CWQKHSTTEA,francisco camac,A
AVT0LVVUI643O,dominque,A
A2QJ0HQSVFED9E,Amazon Customer,A
A3Q4SQ5OJM6609,karen,A
AS9GU1U4PMO8S,S. Libstaff,A
A1UZMT8CWH7ZIH,Frances Coleman,A
A1EM4485TYH1CL,Roberto Rodrgue,A
AGCOSR7FUTP1L,Damiana,A
A145TVW3D0F91E,Heather,A
A3FII5MRNR91F2,Kiblerjohn,A
A2M8YMMEMACYKD,Karin Riccardi,A
A2T6BXXBCO1WJA,Amazon Customer,A
AKRRF1J3UZL,KJSNewJersey,A
A1E159SFMUHV6X,BCPhotography,B
A8O1BS326BHM3,Jose,A
A3PTA93GZLO0V7,Amazon Customer,A
A2PIUGR4MYKRAQ,Saul Rodriguez,B
ALNLTLF8LD37F,Sharon Catter,B
A8WQGEEA2KL69,Amazon Customer,A
A2LZ3WL3C9Y1UN,Ronald O. Smith,B
A30K6S2ORCE0J3,larry b.,B
A3MQ98LDJDY2V5,JanLayMay,B
A1GL7BIRS55FKN,Rebecca Cox,A
A3D0WM86WM713K,Lifelong Learne,A
A23IRJSE5RJRGB,Amazon Customer,B
A3HIDJCRYPW81V,Mckaren1,B
A1M3D5X7FXAL25,BECKY PRATT,A
A1IMVS82MPUQO6,Sweetea-pie,A
A1ZLTQ2XKPI1TO,Vannah,B
AE4WO2Q4TU636,Amazon Customer,B
A19ZC9WP7TB1M3,Barry,B
A9DXGJSVHBIQO,JStump,A
A2U75IJPATNM7V,Joe Stewart,A
A39MTKWCOYC51L,VanDoom,A
A1CCUTTNJJRWLQ,Amazon Customer,A
A346KIAJ2MI38D,Unicorn Mom,A
A3S2RXYE100V4A,Chris Terry,A
A3A8SKODA0MSZI,Kendal,B
A3W0W23PUDSAC6,reese,B
AVJUMZ26NEX7J,W. S. Jones,A
A1EKXKEDY4QEGA,teracode_media,A
A3PY83ZR2YQUEX,Sawdust River,A
AM58RL0THRYPK,Happy Amazon Cu,B
A3587Y7R2P2SCV,ECS,B
A3EU5GK92I4DPZ,Stan Woolley,B
A3MMK0MZIXNJRM,Rickey,B
A11DFIGEBYMOLX,Leonard Johnson,B
A5EFY0DSHW8KP,B. Pack,A
A2FVAH5JBBWMGO,Rob T.,B
A3PUKJN0Y4C318,ATC,A
A2PQ8CDUB7Y1EE,suzukitom,A
A2Z9ASRMSURPPE,S. G. Overby,B
ACBYAYBDI6QUJ,Carolyn Sue Kie,B
A20QW68DE75TYT,David J,A
A340ZFLCUAD898,CC SHANNON,B
ATP3DT6JOT4DX,Kim Gayheart,A
A15EMNDE3CKJ53,agypsyfoot2,A
A1SYEK1CRS9FAA,Nancy Wahlen,A
AH9E7FZCU26H6,Keith Sauder,B
A2Z3BJ9CBQ0OJJ,Nece,B
A114EQVOIQHZFE,Dark Archer,B
A23DC0OOYMHX7T,Blaze,A
AL2JIT7AZJYFJ,Jon R. Hecko,B
AS6Q6NC9UJXBP,Lenny w,A
A32DUSB2Q3GVQS,nong,B
A1JSBBW6TB43SY,BSR,B
A1AMGQ35EFW85T,Triphopgirl,B
A2EG2WHG0WK2I4,jennifer,A
AWTWG2TSE73TO,Kelly Bowers,A
AO753N5J3WKQ0,gingerjana,B
A3EAICSYYPRR1G,Marisa Harringt,B
A2SL6VRPPNMYIK,Philip Miller,A
AYW4Q8BWGGEII,KARAN,B
A204PY6JBXFLVS,jk,A
A1PNFNGRJ6JKZ4,Ralph vacca,B
A3GV59RYIDZW9A,Beverly Foust,B
A3RU0KG5YPD714,BS,A
AR73MTCQ0YBO8,Allan,B
A1ZB0LZFTJRALC,MV9889,A
A1S9W9A986D3KF,Master Player,B
A2YIGWBA36RJ5S,John Soto,A
A2QELFSPAXTK44,Ronald Malcolm,A
A3U1BEHQT3Y2IG,Alicia smith,A
A1CX4OEMVKHQC0,Lorraine Vergit,A
AVCBS8XAWYVDM,Ellen Piercy,A
AI80SMK3GJSJM,jutta battaglia,A
A2U5XCQZMEGEEJ,Vivian Corbett,B
A2RX3V3FQ9Z0P0,Jeanine Garrett,A
A1YILP6ZTUOYLD,arthur mach,A
A1GH3S85N3NWR3,melissa spicer,B
A1291YT51QAKIB,Mary H.,A
A1JP9UCPERSHDZ,tooolboxx,B
A9ZNG40ZN75OL,Amazon Customer,A
A20WT0ZLUOMS20,Kindle Customer,B
A13DM7XV8I4F1S,Diane R. Collin,A
AIBPR0JIX3GXB,JIM H.,B
A2Q1MM805VLPJL,Joe K,A
A2PQN00J80OJDM,Anthony Reed,B
A13CF3PQSI9YEA,Jacqueline Roby,A
A19H4LRATBDMDC,Joyce Moreau,A
A2F9GVJK97ATTV,bobby,A
A3GV9PD0OIB7IE,Smoo363,B
A1W0GH3989PAE9,Jenny,A
A2CRXXT3W10BK5,flamama,A
AFZ4KD8H00OBN,imarrynerds,B
A2VCWFXND39UB0,DivaEagle,B
A2W798QYA99JWF,By Jadaci,A
A3HKGKK1ZHA7AG,Nicole Sharpe,B
A4JXMPGYE8MGE,Lauren Jane Lie,A
A4XGQGY2CP79Q,C. Mayfield,A
A13CU1EFQEDM12,Rande,A
A1ICBWZDDFSNKN,David Fischer,A
A2GSWYFZO78MAG,David A. Woerne,B
A3IBLRMZ7L517E,Jeff Ignat.,A
A14U6JXPWUYG02,SWT,B
A3B3IZVTNT4P5J,Brian,A
A1LGJH8QYIH4VF,David A. Kriese,A
A37BTK3ULK6JS3,marlean,B
A33V6OYZZIPIK2,Wally,A
A6PM0B1S5KH7M,Daveyboy,A
A1BZAK9C0XR624,Raymond Anderso,A
A1DXOS3IMBP56,Mark M Stewart,B
AOLFVD950ZNCK,Paul Pastore,A
A3V2GWZRJAN912,The Undietaker,B
A3DT4ZM8GL2AWE,Dan Neel,A
A39MUMX45MS6PS,David Stojak,B
ABWKZTT8PMPIR,Slick,A
AQ3T1IVQMOMIV,exDTguy,B
AENTGS8TB0JAD,jesseasg,B
A1OQ2MFY97V991,Hank of Palm Sp,A
A1HYXLKDQPNFMY,Gordon H. Riple,B
A2Z9BC2JCDT1V4,Dusty Zimmerman,A
A2A039Z5TYBDBI,Amazon Customer,A
AVENBYRHDV8FK,Kevin C.,B
A36ZBY5HRQLQ8A,Raul D. Vargas ,A
A1LM9BXPJNQVX0,bel,A
A16PBNJHIEM5A6,Amazon Customer,B
A3L9HJTCM751QF,Jackie C,B
A1J8R7EV3E8DVK,Karen,A
A2QNTMW6ONFDWV,Cherry Creek,A
A2EJDK5JL9B6AU,NEAL,B
A42Q514NR8DPA,smcallister,A
A112ANDDUABIC9,HappyGirl 172,A
A1Z5VXD4ALX6WT,CKLewis,B
A3ONT4Y44BN5J1,Leigh Anderson,B
AG8CP64QQOOG4,sharon smith,B
A3F5LKI216ZCIP,Atlanta1,A
A3DLQJC3K2ZIC5,Sarah Rose,A
AOKQ4VH97E03P,Ivonne Flores,A
A2CQTQXV4TPB2K,csndrs,B
A13QPOPACNCGWK,JR,B
AQ2S1QAI4R2V6,Mindyx,A
A2PG2817MPL63I,cok,B
A2QH2LDAPUZFAW,Vroom,A
A2V9GGFGCCLP2L,Allix M Fontana,B
A28L6ZGP54TVNX,Rusmaini Lenggo,A
AXV3OJG9BZ2JW,DoomsDay3,A
A1XFRSY37HCL72,pharmchick,A
A2BRUR71F771HB,Dulce Doble,B
A3ASQE3BUF35ON,Mcm,A
ACE6BXDINV93R,Lance Hansen,B
A3L0IAWIKFS0E3,RM,A
A2M5NIODKUZDDT,Kevin Piper,A
AEBUSNY8I1R0I,Douglas E. Kosc,A
A1QW1WOKV6YUO9,No. Cal.,A
AH7FQDT7BMRQV,veve,B
A1EM7ARVNHHWQM,Joe Mama,A
A1V515XLRK0466,Adam,B
A3L6JHQM7CNLW8,not havin it,B
A1YDGRLEDDZ15R,K. Stearns,A
A2ROYG9FNIRATA,teddy,B
AG5V9HZVC0U6V,Bradley C Whipp,A
A1R1Y0GCXYY8KK,Alicia J.,B
A27LP1RB0B04XY,Levitis Leviath,A
A120S45KRV1ONX,Chad,B
A3AA3FY10ZBSDV,Stoney,A
A3A5NOEVMDCHWY,Joseph D. Ford,B
A322X98ZQWCAM4,Anthony,B
A3DANZMETXAT1G,Borodad,B
A3FV0933G5IBZO,Joni,A
A2KL3X69ZVIHY6,val159789,A
AHNUL7S9P5ZE9,JWA,A
A2XSATF23LD2WB,Ruth Rohde,B
A3A97EB6LCU6T,Vicki C,A
AAZRP13OJWEGN,Tah_Dah,A
ASU7EOBD3Y4BV,Miss Betty,B
ATHNAXRXSQJKC,somewhere in ti,B
A1JTO32LY8W584,crystal,A
A1IDOA4Y9DFEFZ,Kimberly D. Man,B
A2O1DRGIS1HCIS,Angel,A
AYNDUATM7PVOW,Amazon Customer,A
AR0Q2N7O4J6DA,John N. Keller,A
A215M4KA5PXJNT,Thomas T.,A
A1H2S3M1B3F5AX,&amp;quot;Oma&a,B
A2MOQH70L1GLEK,Amazon Customer,A
A2XQKITCJVUTYG,dr.m,B
AAETRAJR77TI4,Ice Planet,B
AXGZZ3X27T2W3,Lisa Hogan,A
AA7EH0BRY07BU,Lisa Patrice Da,B
A14AMFCS5H70AQ,Capt Morgan,B
AZPJ9KYNQV5P0,gary m,A
A2RJJFKWWILV1I,Phil Thompson,B
A23VNDMSETBD67,Amazon Customer,B
A3LOYR9U3VD0ZQ,CR,B
A31L4JPCPQ49UE,Mauricio Gomez,A
A1TX9GEVERN7PC,nickmarine,A
A2FEL2NFIYPFQB,catherine lowin,B
A32DO3YTMTW7ZL,George J Wescot,A
A2U2IXF19UIL5P,rbreedy,A
AZWQOKJLSRFTB,adrian rosa,A
A1LRCG0HZOD3PX,Roberto Cabrera,B
AS5KSR7XGEQ4P,linda d 11,B
AH4HF0MOXRI5R,JET,A
A1XG9XSZUSHHYF,Richard B.,A
A2IIYV5FGITM5J,L Oshel,B
A1JNWAFL8BF85I,Amazon Customer,B
A3UQQ5D1X40V7V,sunshinemullins,B
A1BKL82RKAJKUQ,Fivekitten,B
A3JBIT148KIFBY,ufgatormom,A
A1ZAECKS5D9RKO,ToBslim,B
A2GSSE0XIW91MK,Anahi28,A
A3894LFJC381HD,akagoddess,A
A3E8WS3XX7UYPZ,Katie,B
A46UN5A8Z5DWR,Amanda,A
A77CN89YJXJ0G,Kate,A
ADED4YIS8HL9P,Chrissy,A
A2DMOZ3572B62S,mariana,B
A1LTZG1UMGDFUU,Kindle Customer,A
A39LFZL7E0GQ05,Kindle Customer,B
A3P8IV7U07JCW5,Elizabeth Swart,B
A317ZSQMJWJU5T,Cindy,B
A8QXY3J4ELY9N,Betsy,A
A33DGWR9R1LMSN,Helga,B
A278VGP2I9IF70,Starla Johnston,B
A2J05AUWQU740Q,Gricel Acevedo,A
A39NHFJIXQGSM0,Amazon Customer,B
AG7BCOP1YA818,Always Interest,B
A1XEWS4QF5J9UO,LRoberts,A
A2SZ3A0Z8LJ7PP,Bonnie Ryder,B
AUHS5EN9Z12JX,Reynaldo Zavala,B
A3G4T70UN11I4B,Daniel Boone,A
AUDTWMXQAVK98,MorningPerson,B
A2IJQFHS8CFUSC,Amazon Customer,A
A18X3E6V8DGIDZ,gatormum64,A
A6U997HTBJYNI,Jared Mintz,B
A1008WMRGO1W67,K Steinbrecher,B
A38157IFGL5A4H,Guilford Lake,B
ABKZQRRBYPOZK,Diana F.,A
AA1AH04CLNG4D,DAVE T,A
A35KAESV0TH6MU,the man with th,A
ANALWGWPY8HEA,John,B
A1VP1KLM8HR3W1,Tech 4x4,A
A1OSJLS9YPP8P6,Ilan Sadon,B
A96IILZ3POOTN,Amazon Customer,B
A31K9ZFR2UNDVJ,Michael B Levin,B
A3TCMK2UWV3V3D,Richard P. Soto,A
A1A6E0P9SYAOPD,Steven A. Eck,A
APK8X4GAXWHO6,jwp,B
A2HQ43LAF2SI1U,Chelsea,B
A2Q37Z2QSWG0VR,Will,B
A1SGKJEF8JLZN4,Amazon Customer,A
A1KSA9DGICRK2A,Thomas Linko,B
AFW6WHS74HR5I,Beth,A
A31IG6KTTV1QHK,coco trimm,A
A32Z0O6T4FOLWL,J. H.,A
A1AIZ2G0BPWAY9,Margaret B.,B
A3RCX941RHJ2ZD,N. R. Thomas,B
A3SYQUID7W8HHV,Scott Ames,B
A3G4O7RLQT77SU,Daphne B.,B
A1L47GW3F2BNX3,willow,B
AZ6ASVOB3WLD9,Kindle Customer,B
A3RWHUPVLI3R77,Rose S,A
A2991LMPHBKOU0,Amazon Customer,B
A1HQGYF3314TD7,msieben,B
A2RHMVPGXCKNZL,Season G.,B
A14TR6YD2W23A3,D Dee,A
A1FQ6A3JPCLGY6,D,A
A1CKHSVHDVTKFT,duraid makhay,B
A1CTIOBPNGSVZE,Mrs. Hollett,B
A2PGGNH1EOAI,Cait,B
AK0RU606UAX3M,C. Kaufman,A
A1MKMWVTEW5NE3,Liz,A
A1TZR4OWNTSPV8,Fran A.,A
AFOY2I0NUB8JK,Denise Lauricel,A
A10A0UHQ7P7SAF,A. Clark,B
A29MOGTCLIQXSD,Andrea P.,B
A22FPCMPAJ69C2,Kelly C. Siegel,A
A1M8CBO719CGWS,D. Butterfield,A
AKLZS7S2YXWWB,DS,A
A1NNFY3DETUI6F,Mr.Henderson,B
A8RLWLINXVECH,Robin W. Coffey,A
A2R9FAD12BKLS5,Sylvester Smith,A
A2BOSIUJ1YZ8F4,Susan F. Glen,A
AF7KLFDOJ13HE,Carol-n-Conway,B
A3F1WCPNBSKYG0,Venetia Venuti,A
A3GAGP0Y56VXJM,Thomas J. Wills,B
A20DZ9MHK2G4R3,Michael G.,A
A2VXHFACOD8VGV,Phil_John,B
AJ2YWPUKYRS0N,Peridot Pat,B
A1LUTC4A8E99WF,Amazon Customer,A
A1NL2Z5M5QLFW1,Kindle Customer,B
AO7KWFFM1DSWH,Gloria,A
A1D5RFI774T6AE,Honorable Sam,A
A3RLJX5SWGB8FS,V. Fisher,B
A1PKZRONEUBMOI,Lisa Gaston,B
A39KQIXQP890LL,Kim,A
A2NJ3V7G6SCA0X,Milo,A
A24IOF8IXC4WEH,P. Anderson,A
A38VQEYO0AUJ69,Amazon Customer,B
A29HJRPKTK52HD,Brenda J. Smith,B
A3N7UHPOL4H3DG,Guy Hurd,B
AI5T1HYVRQGDZ,frances lauper,A
A28IJPPIOLWK2O,Robert,B
A22BE2YUAGVLKA,ejon,B
A8WXQ6XU03PA,Faroncpa,A
A2CY0QFUIAQ43J,Stacy J Pitts,B
A2R3O0VMSVG12V,Barbieann,B
A14AXUS2AXYE3Y,Marela,A
A3F8GNY7HHH174,JayB,B
A36J6WXO45GCA2,Albert S.,B
A14RLQZN599FVE,Amazon Customer,B
ALOH8VWEDH48B,Dr Reuben Shant,B
A243WG123LPNW2,Diana,A
A3GD8QUAEVOT85,Amazon Customer,A
A2XHBIH2XU4NEB,Joe Melton,A
A3RLYHB3QU83UE,Larry C.,B
A15NHI79BOM0WT,Stacey Wolff,B
A19ZZNVBU4Z9CZ,JR,A
A2JQGTMVD5OCOU,L. McKimmy,A
A37UU85BI2LYG5,KKM,B
A1PBI4ZS1ZM2LU,Cecilia W,A
A39M37UYOQ7O8I,.,A
A26C6BJ0V6NW0E,mrs.harondale,A
A3LA9E7ZSI7KCV,Janelle M. Hayw,A
A37O6D506A7OO8,QueenG,B
A2RJG4CLYPWPAF,Alison Hopkins,B
A215WH6RUDUCMP,JDuB,A
A1ZADTD68PC83X,acdfgj123,B
A9K8HRMF2AGMK,timothy,A
AGC4IND2NQXHG,michael,B
AQE0J1R63JR9C,R. Pierre,B
A16AXQ11SZA8SQ,MamaBear007,A
A1QQ1O0AVXZMP6,Kindle Customer,A
A35BR8SLXYQJM,RD,A
A1C1FSU0MRSCLM,CB,A
A17LRJOFAEESPD,R. Gray,B
A3UVO2Q91BJW7W,Cliff,B
A2YEHX3CMFXSX2,Blair M. Willia,B
A5UQPK1FLTJ25,Roger Olegario,A
A2VP3KTCJ6A92P,Lori B,B
A20TDQSHUMYI3S,MEB,B
A12PTK0WEBO5ZK,Amazon Customer,B
A16TB6FFV775HL,brian horton,B
A3VN1N6ELDLXVW,Bek Astorov,A
A19J00ATF49BU,HappyLife,B
A3UJMB2UWMUJDZ,on the watch,A
